lang,word,avg_entropy,count
latin,The,2.948819662505036,1791
latin,user,2.5495532399000123,215
latin,provided,2.4196546704604707,58
latin,talks,2.3223614859999278,57
latin,sentence,1.9312053486240863,1233
latin,convey,1.878288613101985,72
zh,有,1.867272739963872,63
latin,should,1.8349514538707772,106
latin,is,1.7860378920707072,1333
latin,process,1.7605200620792525,79
latin,finding,1.6978819275380306,53
latin,Die,1.67154083352681,61
latin,It,1.611817012525211,59
latin,about,1.6063613238540777,691
zh,在,1.605892561265782,310
zh,一个,1.58300718668705,78
latin,wants,1.5094189422356117,148
latin,understanding,1.4913373413708126,57
zh,他们,1.4538985695959863,69
latin,asking,1.4322868960875053,54
zh,被,1.415628025608678,62
latin,translation,1.3863832003847487,334
zh,可以,1.2658965768554082,73
zh,他,1.2190502105536414,51
zh,了,1.213775469490636,158
zh,是,1.2136663085946713,174
latin,corresponding,1.1923423577795484,86
latin,phrase,1.1865962629570022,57
latin,can,1.1587503661296796,200
latin,being,1.144831813970762,113
latin,meaning,1.1241769905542385,104
latin,key,1.1146652348234662,60
zh,这,1.1137953800451734,56
latin,means,1.0954873040866724,172
latin,who,1.0927131191731012,87
latin,find,1.0926340381215685,51
zh,将,1.0902625890765714,84
zh,人,1.0690707484725863,50
latin,first,1.025195786765275,65
zh,中,1.0137435469763634,73
latin,has,0.9942430298863072,89
zh,的,0.9627872775159062,908
latin,also,0.9313452382489378,62
zh,我,0.901901174827244,59
latin,which,0.8813672736614718,199
latin,need,0.8752527471821187,118
latin,in,0.8534396561720018,1256
latin,involves,0.8414906386671395,58
latin,most,0.8247149837060044,52
latin,a,0.798765802898959,1008
latin,translated,0.7836842131847516,125
latin,I,0.7801693658657736,259
latin,were,0.7724830156372746,98
latin,each,0.7588199050351977,75
latin,its,0.738124036388296,53
latin,all,0.7365153139663951,56
latin,same,0.7197141009397917,63
zh,“,0.7197119542149867,94
latin,that,0.7140162634927513,482
zh,需要,0.7111640160520827,56
sign,，,0.7031133716060997,909
latin,at,0.7030867475683376,114
latin,was,0.6980530613853427,176
latin,this,0.695079369265735,86
latin,into,0.691963024146127,222
latin,words,0.6779082871808686,130
latin,more,0.6737190748867579,50
latin,people,0.6667987765552585,85
latin,have,0.6633941635771999,89
latin,from,0.6370328106894828,278
sign,.,0.6365259330543198,2558
latin,an,0.6224821410009697,131
sign,"""",0.616264518827326,1791
latin,there,0.6105353873348437,52
sign,。,0.6099619754649469,698
latin,it,0.6097206842058944,298
latin,the,0.6009758639374664,2527
latin,with,0.5947372698503052,147
latin,will,0.5911141028203681,169
latin,word,0.5887200272373968,66
zh,和,0.5629623223825556,207
latin,then,0.561739923398617,95
latin,ist,0.5610459935439928,58
latin,they,0.5601240097900874,89
latin,for,0.5518544137973053,282
zh,”,0.539091332243859,90
latin,other,0.5385076281508581,70
latin,translations,0.5373924554962815,62
latin,and,0.532763606958392,1418
latin,two,0.5163607868137505,53
latin,their,0.5082040034270634,189
latin,are,0.5071306551611061,239
latin,but,0.4901088058741388,77
latin,on,0.4860014408776917,228
latin,between,0.4848760768006784,53
zh,或,0.4824168793339696,54
latin,not,0.4727485570149249,136
latin,by,0.4726623570607427,161
sign,",",0.4671922856817947,2131
sign,:,0.4630346606086132,219
